source_concept_class,target_concept,pcornet_name,source_concept_id,concept_description,value_as_concept_id
Route,INTRABILIARY,Intrabiliary route (qualifier value),,,null
Route,INTRABRONCHIAL,Intrabronchial route (qualifier value),,,null
Route,INTRABURSAL,Intrabursal route (qualifier value),4163768,Intrabursal,null
Route,INTRACAMERAL,Intracameral route (qualifier value),4303409,Intracameral,null
Route,INTRACARDIAC,Intracardiac route (qualifier value),4156705,Intracardiac,null
Route,INTRACARTILAGINOUS,Intracartilaginous route (qualifier value),,,null
Route,INTRACAVERNOUS,Intracavernous route (qualifier value),4157757,Intracavernous,null
Route,INTRACEREBRAL,Intracerebral route (qualifier value),,,null
Route,INTRACEREBROVENTRICULAR,Intracerebroventricular route (qualifier value),4224886,Intracerebroventricular,null
Route,INTRACISTERNAL,Intracisternal route (qualifier value),,,null
Route,INTRACOLONIC,Intracolonic route (qualifier value),,,null
Route,INTRACORNEAL,Intracorneal route (qualifier value),,,null
Route,INTRACORONAL,Intracoronal route (qualifier value),,,null
Route,INTRACORONARY,Intracoronary route (qualifier value),4186836,Intracoronary,null
Route,INTRACORPUS_CAVERNOSUM,Intracorpus cavernosum route (qualifier value),,,null
Route,INTRACRANIAL,Intracranial route (qualifier value),,,null
Route,INTRADERMAL,Intradermal route (qualifier value),4156706,Intradermal,null
Route,INTRADISCAL,Intradiscal route (qualifier value),4163769,Intradiscal,null
Route,INTRADUCTAL,Intraductal route (qualifier value),,,null
Route,INTRADUODENAL,Intraduodenal route (qualifier value),,,null
Route,INTRADURAL,Intradural route (qualifier value),,,null
Route,INTRAEPICARDIAL,Intraepicardial route (qualifier value),,,null
Route,INTRAEPIDERMAL,Intraepidermal route (qualifier value),,,null
dx origin,CL,,2000000103,Claim,NULL
Route,INTRAGASTRIC,Intragastric route (qualifier value),,,null
Route,INTRAGINGIVAL,Intragingival route (qualifier value),,,null
Route,INTRAHEPATIC,Intrahepatic route (qualifier value),,,null
Route,INTRAILEAL,Intraileal route (qualifier value),,,null
Route,INTRAJEJUNAL,Intrajejunal route (qualifier value),,,null
Route,INTRALESIONAL,Intralesional route (qualifier value),4157758,Intralesional,null
Route,INTRALINGUAL,Intralingual route (qualifier value),,,null
Route,INTRALUMINAL,Intraluminal route (qualifier value),,,null
Route,INTRALYMPHATIC,Intralymphatic route (qualifier value),4157759,Intralymphatic,null
Route,INTRAMAMMARY,Intramammary route (qualifier value),,,null
Route,INTRAMEDULLARY,Intramedullary route (qualifier value),,,null
Route,INTRAMENINGEAL,Intrameningeal route (qualifier value),,,null
Route,INTRAMURAL,Intramural route (qualifier value),,,null
Route,INTRAMUSCULAR,Intramuscular route (qualifier value),4302612,Intramuscular,null
Route,INTRAMYOMETRIAL,Intramyometrial route (qualifier value),,,null
Route,INTRANEURAL,Intraneural route (qualifier value),,,null
Route,INTRAOCULAR,Intraocular route (qualifier value),4157760,Intraocular,null
Route,INTRAOSSEOUS,Intraosseous route (qualifier value),4213522,Intraosseous,null
Route,INTRAOVARIAN,Intraovarian route (qualifier value),,,null
Route,INTRAPERICARDIAL,Intrapericardial route (qualifier value),,,null
Route,INTRAPERITONEAL,Intraperitoneal route (qualifier value),4243022,Intraperitoneal,null
Route,INTRAPLEURAL,Intrapleural route (qualifier value),4156707,Intrapleural,null
Route,INTRAPROSTATIC,Intraprostatic route (qualifier value),,,null
Route,INTRAPULMONARY,Intrapulmonary route (qualifier value),,,null
Route,INTRASINAL,Intrasinal route (qualifier value),,,null
Route,INTRASPINAL,Intraspinal route (qualifier value),,,null
Route,INTRASTERNAL,Intrasternal route (qualifier value),4186837,Intrasternal,null
Route,INTRASYNOVIAL,Intrasynovial route (qualifier value),,,null
Route,INTRATENDINOUS,Intratendinous route (qualifier value),,,null
Route,INTRATESTICULAR,Intratesticular route (qualifier value),,,null
Route,INTRATHECAL,Intrathecal route (qualifier value),4217202,Intrathecal,null
Route,INTRATHORACIC,Intrathoracic route (qualifier value),,,null
Route,INTRATRACHEAL,Intratracheal route (qualifier value),,,null
Route,INTRATUMOR,Intratumor route (qualifier value),40491322,Intratumoral,null
Route,INTRATYMPANIC,Intratympanic route (qualifier value),,,null
Route,INTRAUTERINE,Intrauterine route (qualifier value),4269621,Intrauterine,null
Route,INTRAVASCULAR,Intravascular route (qualifier value),,,null
Route,INTRAVENOUS_CENTRAL,Intravenous central route (qualifier value),,,null
Route,INTRAVENOUS_PERIPHERAL,Intravenous peripheral route (qualifier value),,,null
Route,INTRAVENOUS,Intravenous route (qualifier value),4112421,Intravenous,null
Route,INTRAVENOUS,Intravenous route (qualifier value),4171047,Intravenous,null
Route,INTRAVESICAL,Intravesical route (qualifier value),4186838,Intravesical,null
Route,INTRAVITREAL,Intravitreal route (qualifier value),4302785,Intravitreal,null
Route,JEJUNOSTOMY,Jejunostomy route (qualifier value),,,null
Route,LARYNGEAL,Laryngeal route (qualifier value),,,null
Route,LOWER_RESPIRATORY_TRACT,Lower respiratory tract route (qualifier value),,,null
Route,MUCOUS_FISTULA,Mucous fistula route (qualifier value),,,null
Route,NASAL,Nasal route (qualifier value),4128792,Nasal,null
Route,NASAL,Nasal route (qualifier value),4262914,Nasal,null
Route,NASODUODENAL,Nasoduodenal route (qualifier value),,,null
Route,NASOGASTRIC,Nasogastric route (qualifier value),,,null
Route,NASOJEJUNAL,Nasojejunal route (qualifier value),,,null
Route,NI,No information,44814650,,null
Route,OPHTHALMIC,Ophthalmic route (qualifier value),,,null
Route,ORAL,Oral route (qualifier value),4128794,Oral,null
Route,ORAL,Oral route (qualifier value),4132161,Oral,null
Route,OROGASTRIC,Orogastric route (qualifier value),,,null
Route,OROMUCOSAL,Oromucosal route (qualifier value),4186839,Oromucosal,null
Route,OTIC,Otic route (qualifier value),,,null
Route,PARACERVICAL,Paracervical route (qualifier value),,,null
Route,PARAVERTEBRAL,Paravertebral route (qualifier value),,,null
Route,PERCUTANEOUS,Percutaneous route (qualifier value),,,null
Route,PERIARTICULAR,Periarticular route (qualifier value),4156708,Periarticular,null
Route,PERIBULBAR,Peribulbar route (qualifier value),,,null
Route,PERIDURAL,Peridural route (qualifier value),,,null
Route,PERINEURAL,Perineural route (qualifier value),4157761,Perineural,null
Route,PERIODONTAL,Periodontal route (qualifier value),,,null
Route,PERIOSTEAL,Periosteal route (qualifier value),,,null
Route,PERITENDINOUS,Peritendinous route (qualifier value),,,null
Route,PERIURETHRAL,Periurethral route (qualifier value),,,null
Route,RECTAL,Rectal route (qualifier value),4115462,Rectal,null
Route,RECTAL,Rectal route (qualifier value),4290759,Rectal,null
Route,RESPIRATORY_TRACT,Respiratory tract route (qualifier value),,,null
Route,RETROBULBAR,Retrobulbar route (qualifier value),,,null
Route,SUBCONJUNCTIVAL,Subconjunctival route (qualifier value),4163770,Subconjunctival,null
Route,SUBCUTANEOUS,Subcutaneous route (qualifier value),4139962,Subcutaneous,null
Route,SUBGINGIVAL,Subgingival route (qualifier value),,,null
Route,SUBLESIONAL,Sublesional route (qualifier value),,,null
Route,SUBLINGUAL,Sublingual route (qualifier value),4292110,Sublingual,null
Route,SUBMUCOSAL,Submucosal route (qualifier value),45956878,Submucosal rectal,null
Route,SUBORBITAL,Suborbital route (qualifier value),,,null
Route,SUBTENDINOUS,Subtendinous route (qualifier value),,,null
Route,SURGICAL_CAVITY,Surgical cavity route (qualifier value),,,null
Route,SURGICAL_DRAIN,Surgical drain route (qualifier value),,,null
Route,TOPICAL,Topical route (qualifier value),4231622,Topical,null
Route,TRANSCERVICAL,Transcervical route (qualifier value),,,null
Route,TRANSDERMAL,Transdermal route (qualifier value),4262099,Transdermal,null
Route,TRANSENDOCARDIAL,Transendocardial route (qualifier value),,,null
Route,TRANSMUCOSAL,Transmucosal route (qualifier value),,,null
Route,TRANSPLACENTAL,Transplacental route (qualifier value),,,null
Route,TRANSTRACHEAL,Transtracheal route (qualifier value),,,null
Route,TRANSTYMPANIC,Transtympanic route (qualifier value),,,null
Route,TRANSURETHRAL,Transurethral route (qualifier value),4305382,Transurethral route,null
Route,TUMOR_CAVITY,Tumor cavity route (qualifier value),4169472,Tumor cavity route,null
Route,UN,Unknown,,,null
Route,URETERAL,Ureteral route (qualifier value),4304571,Ureteral route,null
Route,URETHRAL,Urethral route (qualifier value),4233974,Urethral,null
Route,UROSTOMY,Urostomy route (qualifier value),4170435,Urostomy route,null
Route,VAGINAL,Vaginal route (qualifier value),4057765,Vaginal,null
Rx Dose Form,AUGMENTED_TOPICAL_CREAM,Augmented Topical Cream,19135438,Augmented Topical Cream,null
Rx Dose Form,AUGMENTED_TOPICAL_GEL,Augmented Topical Gel,19135446,Augmented Topical Gel,null
Rx Dose Form,AUGMENTED_TOPICAL_LOTION,Augmented Topical Lotion,19135439,Augmented Topical Lotion,null
Rx Dose Form,AUGMENTED_TOPICAL_OINTMENT,Augmented Topical Ointment,19135440,Augmented Topical Ointment,null
Rx Dose Form,BAR_SOAP,Bar Soap,19057400,Bar Soap,null
Rx Dose Form,BEADS,Beads,19082254,Beads,null
Rx Dose Form,BUCCAL_FILM,Buccal Film,40164192,Buccal Film,null
Rx Dose Form,BUCCAL_TABLET,Buccal Tablet,40175589,Buccal Tablet,null
Rx Dose Form,CAKE,Cake,19082628,Topical Cake,null
Rx Dose Form,CEMENT,Cement,19124967,Cement,null
Rx Dose Form,CHEWABLE_BAR,Chewable Bar,19082075,Chewable Bar,null
Rx Dose Form,CHEWABLE_TABLET,Chewable Tablet,19135866,Chewable Tablet,null
Rx Dose Form,CHEWING_GUM,Chewing Gum,19102296,Chewing Gum,null
Rx Dose Form,CRYSTALS,Crystals,19111148,Oral Crystals,null
Rx Dose Form,DISINTEGRATING_TABLET,Disintegrating Tablet,19082076,Disintegrating Oral Tablet,null
Rx Dose Form,DISK,Disk,19082630,Disk,null
Rx Dose Form,DOUCHE,Douche,19112648,Douche,null
Rx Dose Form,DRUG_IMPLANT,Drug Implant,19124968,Drug Implant,null
Rx Dose Form,DRY_POWDER_INHALER,Dry Powder Inhaler,19127579,Dry Powder Inhaler,null
Rx Dose Form,ENEMA,Enema(Rectal Solution; Rectal Suspension),19082627,Enema,null
Rx Dose Form,ENTERIC_COATED_CAPSULE,Enteric Coated Capsule,,,null
Rx Dose Form,ENTERIC_COATED_TABLET,Enteric Coated Tablet,,,null
Rx Dose Form,EXTENDED_RELEASE_CAPSULE,Extended Release Capsule,19082077,Extended Release Oral Capsule,null
Rx Dose Form,EXTENDED_RELEASE_ENTERIC_COATED_CAPSULE,Extended Release Enteric Coated Capsule,19082078,Extended Release Enteric Coated Capsule,null
Rx Dose Form,TOPICAL_OIL,Topical Oil,19082226,Topical Oil,null
Rx Dose Form,EXTENDED_RELEASE_ENTERIC_COATED_TABLET,Extended Release Enteric Coated Tablet,19082257,Extended Release Enteric Coated Tablet,null
Rx Dose Form,EXTENDED_RELEASE_SUSPENSION,Extended Release Suspension,19082080,Extended Release Suspension,null
Rx Dose Form,EXTENDED_RELEASE_TABLET,Extended Release Tablet,19082079,Extended Release Oral Tablet,null
Rx Dose Form,FLAKES,Flakes,19082101,Oral Flakes,null
Rx Dose Form,GAS_FOR_INHALATION,Gas for Inhalation,19082258,Gas for Inhalation,null
Rx Dose Form,GRANULES,Granules,45775489,Granules for Oral Solution,null
Rx Dose Form,GRANULES,Granules,45775490,Granules for Oral Suspension,null
Rx Dose Form,INHALANT_POWDER,Inhalant Powder(Powdered Dose Inhaler),19082259,Inhalant Powder,null
Rx Dose Form,INHALANT_SOLUTION,Inhalant Solution,19095898,Inhalant Solution,null
Rx Dose Form,INJECTABLE_SOLUTION,Injectable Solution,19082103,Injectable Solution,null
Rx Dose Form,INJECTABLE_SUSPENSION,Injectable Suspension,19082104,Injectable Suspension,null
Rx Dose Form,VAGINAL_RING,Vaginal Ring,40167393,Vaginal Ring,null
Rx Dose Form,INTRAPERITONEAL_SOLUTION,Intraperitoneal Solution,19082105,Intraperitoneal Solution,null
Rx Dose Form,IRRIGATION_SOLUTION,Irrigation Solution,19016586,Irrigation Solution,null
Rx Dose Form,LOZENGE,Lozenge(Oral Troche),19082253,Oral Lozenge,null
Rx Dose Form,MEDICATED_BAR_SOAP,Medicated Bar Soap,19082108,Medicated Bar Soap,null
Rx Dose Form,MEDICATED_LIQUID_SOAP,Medicated Liquid Soap,19082109,Medicated Liquid Soap,null
Rx Dose Form,MEDICATED_PAD,Medicated Pad(Medicated Swab),19130307,Medicated Pad,null
Rx Dose Form,MEDICATED_SHAMPOO,Medicated Shampoo,19008697,Medicated Shampoo,null
Rx Dose Form,MEDICATED_TAPE,Medicated Tape,19130329,Medicated Tape,null
Rx Dose Form,METERED_DOSE_INHALER,Metered Dose Inhaler,19126918,Metered Dose Inhaler,null
Rx Dose Form,MOUTHWASH,Mouthwash(Oral Rinse; Topical Dental Solution),19126590,Mouthwash,null
Rx Dose Form,MUCOSAL_SPRAY,Mucosal Spray,19095900,Mucosal Spray,null
Rx Dose Form,NASAL_CREAM,Nasal Cream,19082161,Nasal Cream,null
Rx Dose Form,NASAL_GEL,Nasal Gel(Nasal Jelly),19082163,Nasal Gel,null
Rx Dose Form,NASAL_INHALANT,Nasal Inhalant,19082162,Nasal Inhalant,null
Rx Dose Form,NASAL_INHALER,Nasal Inhaler,19126919,Nasal Inhaler,null
Rx Dose Form,NASAL_OINTMENT,Nasal Ointment,19082164,Nasal Ointment,null
Rx Dose Form,NASAL_SOLUTION,Nasal Solution(Nasal Drops; Nose Drops),19082165,Nasal Solution,null
Rx Dose Form,NASAL_SPRAY,Nasal Spray,19011167,Nasal Spray,null
Rx Dose Form,NASAL_SUSPENSION,Nasal Suspension(Nasal Drops; Nose Drops),19095977,Nasal Suspension,null
Rx Dose Form,OPHTHALMIC_CREAM,Ophthalmic Cream,19082576,Ophthalmic Cream,null
Rx Dose Form,OPHTHALMIC_GEL,Ophthalmic Gel(Ophthalmic Jelly),19082166,Ophthalmic Gel,null
Rx Dose Form,OPHTHALMIC_IRRIGATION_SOLUTION,Ophthalmic Irrigation Solution,19059413,Ophthalmic Irrigation Solution,null
Rx Dose Form,OPHTHALMIC_OINTMENT,Ophthalmic Ointment,19135925,Ophthalmic Ointment,null
Rx Dose Form,OPHTHALMIC_SOLUTION,Ophthalmic Solution(Ophthalmic Drops; Eye Drops),19129634,Ophthalmic Solution,null
Rx Dose Form,OPHTHALMIC_SUSPENSION,Ophthalmic Suspension(Ophthalmic Drops; Eye Drops),19082167,Ophthalmic Suspension,null
Rx Dose Form,ORAL_CAPSULE,Oral Capsule,19082168,Oral Capsule,null
Rx Dose Form,ORAL_CREAM,Oral Cream,19082169,Oral Cream,null
Rx Dose Form,ORAL_FOAM,Oral Foam,19095971,Oral Foam,null
Rx Dose Form,ORAL_GEL,Oral Gel(Oral Jelly),19095916,Oral Gel,null
Rx Dose Form,ORAL_OINTMENT,Oral Ointment,19095975,Oral Ointment,null
Rx Dose Form,ORAL_PASTE,Oral Paste,19095918,Oral Paste,null
Rx Dose Form,ORAL_POWDER,Oral Powder,19095976,Oral Powder,null
Rx Dose Form,ORAL_SOLUTION,Oral Solution(Oral Drops),19082170,Oral Solution,null
Rx Dose Form,ORAL_SPRAY,Oral Spray,19095911,Oral Spray,null
Rx Dose Form,ORAL_STRIP,Oral Strip,19126316,Oral Strip,null
Rx Dose Form,ORAL_SUSPENSION,Oral Suspension(Oral Drops),19082191,Oral Suspension,null
Rx Dose Form,ORAL_TABLET,Oral Tablet(Caplet),19082573,Oral Tablet,null
Rx Dose Form,OTIC_CREAM,Otic Cream,19082193,Otic Cream,null
Rx Dose Form,OTIC_OINTMENT,Otic Ointment,19082194,Otic Ointment,null
Rx Dose Form,OTIC_SOLUTION,Otic Solution(Otic Drops; Ear Drops),19082195,Otic Solution,null
Rx Dose Form,OTIC_SUSPENSION,Otic Suspension(Otic Drops; Ear Drops),19082196,Otic Suspension,null
Rx Dose Form,PASTE,Paste,19102295,Paste,null
Rx Dose Form,PELLET,Pellet,19082652,Oral Pellet,null
Rx Dose Form,POWDER_SPRAY,Powder Spray,19082281,Powder Spray,null
Rx Dose Form,PREFILLED_APPLICATOR,Prefilled Applicator,19129139,Prefilled Applicator,null
Rx Dose Form,PREFILLED_SYRINGE,Prefilled Syringe (Cartridge Pen),19126920,Prefilled Syringe,null
Rx Dose Form,PUDDING,Pudding,19082675,Pudding,null
Rx Dose Form,RECTAL_CREAM,Rectal Cream,19082197,Rectal Cream,null
Rx Dose Form,RECTAL_FOAM,Rectal Foam,19082574,Rectal Foam,null
Rx Dose Form,RECTAL_GEL,Rectal Gel(Rectal Jelly),19095917,Rectal Gel,null
Rx Dose Form,RECTAL_OINTMENT,Rectal Ointment,19082282,Rectal Ointment,null
Rx Dose Form,RECTAL_POWDER,Rectal Powder,19082198,Rectal Powder,null
Rx Dose Form,RECTAL_SPRAY,Rectal Spray,19082199,Rectal Spray,null
Rx Dose Form,RECTAL_SUPPOSITORY,Rectal Suppository,19082200,Rectal Suppository,null
Rx Dose Form,SUBLINGUAL_TABLET,Sublingual Tablet,19082285,Sublingual Tablet,null
Rx Dose Form,SUSTAINED_RELEASE_BUCCAL_TABLET,Sustained Release Buccal Tablet,19082222,Sustained Release Buccal Tablet,null
Rx Dose Form,TOOTHPASTE,Toothpaste,19009068,Toothpaste,null
Rx Dose Form,TOPICAL_CREAM,Topical Cream,19082224,Topical Cream,null
Rx Dose Form,TOPICAL_FOAM,Topical Foam,19095972,Topical Foam,null
Rx Dose Form,TOPICAL_GEL,Topical Gel(Topical Jelly),19095973,Topical Gel,null
Rx Dose Form,TOPICAL_LOTION,Topical Lotion,19082225,Topical Lotion,null
Rx Dose Form,TOPICAL_OINTMENT,Topical Ointment,19082227,Topical Ointment,null
Rx Dose Form,TOPICAL_POWDER,Topical Powder,19082286,Topical Powder,null
Rx Dose Form,TOPICAL_SOLUTION,Topical Solution(Tincture; Liniment),19082228,Topical Solution,null
Rx Dose Form,TOPICAL_SPRAY,Topical Spray(Dermal Spray),19095912,Topical Spray,null
Rx Dose Form,TRANSDERMAL_PATCH,Transdermal Patch,19082701,Patch,null
Rx Dose Form,URETHRAL_GEL,Urethral Gel(Urethral Jelly),19095974,Urethral Gel,null
Rx Dose Form,URETHRAL_SUPPOSITORY,Urethral Suppository,19082575,Urethral Suppository,null
Rx Dose Form,VAGINAL_CREAM,Vaginal Cream,19010878,Vaginal Cream,null
Rx Dose Form,VAGINAL_FOAM,Vaginal Foam,19010879,Vaginal Foam,null
Rx Dose Form,VAGINAL_GEL,Vaginal Gel(Vaginal Jelly),19010880,Vaginal Gel,null
Rx Dose Form,VAGINAL_OINTMENT,Vaginal Ointment,19082287,Vaginal Ointment,null
Rx Dose Form,VAGINAL_POWDER,Vaginal Powder,19082230,Vaginal Powder,null
Rx Dose Form,VAGINAL_SPRAY,Vaginal Spray,19112649,Vaginal Spray,null
Rx Dose Form,VAGINAL_SUPPOSITORY,Vaginal Suppository,19093368,Vaginal Suppository,null
Rx Dose Form,VAGINAL_TABLET,Vaginal Tablet,19010962,Vaginal Tablet,null
Rx Dose Form,WAFER,Wafer,19082251,Oral Wafer,null
Rx Dose Form,NI,No information,44814650,No information,null
Rx Dose Form,UN,Unknown,44814653,unknown,null
Rx Dose Form,OT,Other,44814649,Other,null
Rx Frequency,,,2xweek,,null
Rx Frequency,,,4 times daily prn,,null
Rx Frequency,,,as needed,,null
Rx Frequency,10,Every evening,at bedtime,,null
Rx Frequency,,,at bedtime prn,,null
Rx Frequency,10,Every evening,bedtime,,null
Rx Frequency,,,bid prn,,null
Rx Frequency,,,bidwfd,,null
Rx Frequency,,,breakfast,,null
Rx Frequency,,,continuous,,null
Rx Frequency,,,daily prn,,null
Rx Frequency,,,dinner,,null
Rx Frequency,,,every 12 hours prn,,null
Rx Frequency,,,every 14 days,,null
Rx Frequency,,,every 2 hours prn,,null
Rx Frequency,,,every 24 hours prn,,null
Rx Frequency,,,every 28 days,,null
Rx Frequency,,,every 3 hours prn,,null
Rx Frequency,,,every 4 hours,,null
Rx Frequency,,,every 4 hours prn,,null
Rx Frequency,,,every 6 hours prn,,null
Rx Frequency,,,every 7 days,,null
Rx Frequency,,,every 72 hours,,null
Rx Frequency,,,every 8 hours prn,,null
Rx Frequency,,,every day prn,,null
Rx Frequency,,,every diaper change,,null
Rx Frequency,10,Every evening,every evening,,null
Rx Frequency,,,every mon wed fri,,null
Rx Frequency,,,every other day,,null
Rx Frequency,,,every week,,null
Rx Frequency,10,Every evening,nightly at bedtime,,null
Rx Frequency,,,nightly at bedtime prn,,null
Rx Frequency,11,Once,once,,null
Rx Frequency,10,Every evening,once a day (at bedtime),,null
Rx Frequency,11,Once,once now,,null
Rx Frequency,,,once prn,,null
Rx Frequency,,,once-in clinic,,null
Rx Frequency,11,Once,one time (unscheduled),,null
Rx Frequency,11,Once,one time only,,null
Rx Frequency,,,prn,,null
Rx Frequency,,,q 4 hrs,,null
Rx Frequency,,,q 4-6 hrs,,null
Rx Frequency,10,Every evening,q pm,,null
Rx Frequency,,,q2h prn,,null
Rx Frequency,,,q4h,,null
Rx Frequency,,,q4h prn,,null
Rx Frequency,,,q6h prn,,null
Rx Frequency,,,q7days,,null
Rx Frequency,,,q8h prn,,null
Rx Frequency,,,qday mwf,,null
Rx Frequency,,,qid prn,,null
Rx Frequency,,,qnoon,,null
Rx Frequency,,,qpm,,null
Rx Frequency,,,tid prn,,null
Rx Frequency,,,weekly,,null
Hispanic,N,,38003564,No,NULL
Hispanic,Y,,38003563,Yes,NULL
Hispanic,OT,,44814649,Other,NULL
Hispanic,UN,,44814653,Unknown,NULL
Hispanic,NI,,44814650,No information,NULL
Hispanic,OT,,0,Other,NULL
Gender,F,,8532,Female,NULL
Gender,M,,8507,Male,NULL
Gender,A,,44814664,Ambiguous,NULL
Gender,UN,,44814653,Unknown,NULL
Gender,NI,,44814650,No information,NULL
Admitting source,AF,,44814670,Adult Foster Home,NULL
Admitting source,AL,,44814671,Assisted Living Facility,NULL
Admitting source,AV,,44814672,Ambulatory Visit,NULL
Admitting source,ED,,8870,Emergency Department,NULL
Admitting source,HH,,44814674,Home Health,NULL
Admitting source,HO,,44814675,Home / Self Care,NULL
Admitting source,HS,,8546,Hospice,NULL
Admitting source,IP,,38004279,Other Acute Inpatient Hospital,NULL
pdx,S,,38000231,Secondary,NULL
Admitting source,NH,,44814678,Nursing Home (Includes ICF),NULL
Admitting source,RH,,44814679,Rehabilitation Facility,NULL
Admitting source,RS,,44814680,Residential Facility,NULL
Admitting source,SN,,8863,Skilled Nursing Facility,NULL
Admitting source,NI,,44814650,No information,NULL
Admitting source,UN,,44814653,Unknown,NULL
Admitting source,OT,,44814649,Other,NULL
Discharge disposition,A,,44813951,Discharged alive,4161979
Discharge disposition,E,,44813951,Expired,4216643
Discharge disposition,NI,,44813951,No information,44814650
Discharge disposition,UN,,44813951,Unknown,44814653
Discharge disposition,OT,,44813951,Other,44814649
Discharge status,AF,,38004205,Adult Foster Home,NULL
Discharge status,AL,,38004301,Assisted Living Facility,NULL
Discharge status,AM,,4021968,Against Medical Advice,NULL
Discharge status,AW,,44814693,Absent without leave,NULL
Discharge status,EX,,4216643,Expired,NULL
Discharge status,HH,,38004195,Home Health,NULL
Discharge status,HO,,8536,Home / Self Care,NULL
Discharge status,HS,,8546,Hospice,NULL
Discharge status,IP,,38004279,Other Acute Inpatient Hospital,NULL
Discharge status,NH,,8676,Nursing Home (Includes ICF),NULL
dx origin,CL,,2000000091,Claim,NULL
Discharge status,RH,,8920,Rehabilitation Facility,NULL
Discharge status,RS,,44814701,Residential Facility,NULL
Discharge status,SH,,8717,Still In Hospital,NULL
Discharge status,SN,,8863,Skilled Nursing Facility,NULL
Discharge status,NULL,,NULL,NULL,NULL
Discharge status,NI,,44814650,No information,NULL
Discharge status,UN,,44814653,Unknown,NULL
Discharge status,OT,,44814649,Other,NULL
Discharge status,OT,,0,Other,NULL
Encounter type,OT,,2000000104,Administrative visit,NULL
Encounter type,IP,,9201,Inpatient Hospital Stay,NULL
Encounter type,AV,,9202,Ambulatory Visit,NULL
Encounter type,ED,,9203,Emergency Department,NULL
Encounter type,EI,,2000000048,Emergency Department Admit to Inpatient Hospital Stay,NULL
Encounter type,OS,,2000000088,Observational Stay,NULL
Encounter type,IS,,42898160,Long Term Care Visit,NULL
Encounter type,IS,,44814710,Non-Acute Institutional Stay,NULL
Encounter type,OA,,44814711,Other ambulatory visit,NULL
Encounter type,OA,,2000000469,Outpatient Visit - Non Physician,NULL
Encounter type,UN,,44814653,Unknown,NULL
Encounter type,NI,,44814650,No information,NULL
Encounter type,OT,,44814649,Other,NULL
BP Position,NI,,44814650,No information,NULL
BP Position,UN,,44814653,Unknown,NULL
BP Position,OT,,44814649,Other,NULL
Vital source,PR,,4481472,Patient reported,NULL
Vital source,HC,,38000280,Healthcare delivery setting,NULL
Vital source,NI,,44814650,No information,NULL
Vital source,UN,,44814653,Unknown,NULL
Vital source,OT,,44814649,Other,NULL
Vital source,NULL,,NULL,NULL,NULL
Procedure Code Type,10,,ICD10PCS,ICD-10-PCS,NULL
Procedure Code Type,11,,-1,ICD-11-PCS,NULL
Procedure Code Type,CH,,CPT4,CPT,NULL
Procedure Code Type,CH,,HCPCS,HCPCS,NULL
Procedure Code Type,LC,,LOINC,LOINC,NULL
Procedure Code Type,ND,,NDC,NDC,NULL
Procedure Code Type,RE,,Revenue Code,Revenue,NULL
PRO Item,PN-0004,,NULL,NULL,NULL
Race,UN,,44814653,Unknown,NULL
Race,OT,,44814649,Other,NULL
Race,NI,,44814650,No information,NULL
dx_source,AD,,2000001424,Admitting Diagnosis - Billing,
dx_source,AD,,2000001423,Admitting Diagnosis - Order,
dx_source,AD,,2000001425,Admitting Diagnosis - Claim,
dx_source,DI,,38000199,Discharge,NULL
dx_source,DI,,38000201,Discharge,NULL
dx_source,FI,,38000230,Final,NULL
dx_source,FI,,38000231,Final,NULL
dx_source,IN,,-1,Interim,NULL
dx_source,NI,,44814650,No information,NULL
dx_source,UN,,44814653,Unknown,NULL
dx_source,OT,,44814649,Other,NULL
dx_source,FI,,2000000096,Outpatient header 1st position Billing Origin,
dx_source,FI,,2000001285,Emergency Header 2nd Position Billing Origin,
dx_source,DI,,2000000099,Inpatient header 2nd position Billing Origin,
dx_source,NI,,0,No matching concept,
dx_source,FI,,2000001282,Emergency Header 1st Position Billing Origin,
dx_source,FI,,2000000095,Outpatient header 1st position Order Origin,
dx_source,FI,,2000001280,Emergency Header 1st Position Order Origin,
dx_source,DI,,2000000098,Inpatient header 2nd position Order Origin,
dx_source,DI,,2000000092,Inpatient header primary Order Origin,
dx_source,FI,,2000001283,Emergency Header 2nd Position Order Origin,
dx_source,FI,,2000000101,Outpatient header 2nd position Order Origin,
dx_source,DI,,2000000093,Inpatient header primary Billing Origin,
dx_source,FI,,2000000102,Outpatient header 2nd position Billing Origin,
pdx,P,,2000000095,Principal,NULL
pdx,P,,2000000096,Principal,NULL
pdx,P,,2000000097,Principal,NULL
pdx,P,,2000000092,Principal,NULL
pdx,P,,2000000093,Principal,NULL
pdx,P,,2000000094,Principal,NULL
pdx,P,,2000001280,Principal,NULL
pdx,P,,2000001281,Principal,null
pdx,P,,2000001282,Principal,null
pdx,P,,38000199,Principal,NULL
pdx,P,,38000230,Principal,NULL
pdx,S,,2000000098,Secondary,NULL
pdx,S,,2000000099,Secondary,NULL
pdx,S,,2000000100,Secondary,NULL
pdx,S,,2000000101,Secondary,NULL
pdx,S,,2000000102,Secondary,NULL
pdx,NI,,44814650,No information,NULL
pdx,UN,,44814653,Unknown,NULL
pdx,OT,,44814649,Other,NULL
dx origin,OD,,2000000098,Order,NULL
dx origin,OD,,2000000101,Order,NULL
dx origin,OD,,2000000089,Order,NULL
dx origin,OD,,2000000095,Order,NULL
