source_concept_class,target_concept,pcornet_name,source_concept_id,concept_description,value_as_concept_id
Specimen concept,,,44783881,Tissue specimen from pericardium,
Specimen concept,URINE,,44783228,Urine specimen obtained from bladder via cystoscopy,
Specimen concept,,,4007303,Skeletal muscle cytologic material,
Specimen concept,,,46270203,Specimen from breast with lymph node obtained by modified radical mastectomy,
Specimen concept,,,4046492,Specimen from fallopian tube obtained by pelvic exenteration,
Specimen concept,,,43021143,Umbilical artery catheter tip submitted as specimen,
Specimen concept,BLD,,42537871,Blood smear specimen,
Specimen concept,,,4122260,Pus swab,
Specimen concept,,,4046377,Specimen from stomach obtained by total gastrectomy,
Specimen concept,,,44792553,Kidney transplant tissue sample,
Specimen concept,TISSUE,,4183340,Tissue specimen obtained from gallbladder by cholecystectomy with partial hepatectomy,
Specimen concept,,,46270316,Specimen from sentinel lymph node of breast,
Specimen concept,CVX_VAG,,4046486,Specimen from lesion of uterine cervix obtained by cone biopsy,
Specimen concept,,,46270303,Vitreous humor specimen obtained by fine needle aspiration procedure,
Specimen concept,,,40492330,Nasal smear specimen,
Specimen concept,,,4204436,Specimen from mediastinum obtained by biopsy,
Specimen concept,,,4007308,Vocal cord cytologic material,
Specimen concept,,,4206435,Vaginal vault biopsy sample,
Specimen concept,,,764443,Swab from forearm,
Specimen concept,BODY_FLD,,45521955,Wrist joint synovial fluid,
Specimen concept,,,4000620,Skeletal muscle specimen,
Specimen concept,,,44806347,Brushings sample,
Specimen concept,,,4006639,Right pleural cytologic material,
Specimen concept,,,46270215,Specimen from corneal ulcer,
Specimen concept,,,40490380,Specimen from abscess obtained by aspiration,
Specimen concept,,,4233643,Specimen obtained by radical excision,
Specimen concept,,,4124280,Rectal swab,
Specimen concept,,,45922128,CSF (cerebrospinal fluid),
Specimen concept,,,4004345,Placenta cytologic material,
Specimen concept,BODY_FLD,,4335218,Specimen from bile duct obtained by fine needle aspiration biopsy,
Specimen concept,,,4124255,Vegetation from heart valve,
Specimen concept,,,46273458,Specimen from right middle lobe of lung obtained by bronchoalveolar lavage procedure,
Specimen concept,,,4288937,Specimen from liver obtained by right lobectomy,
Specimen concept,,,46273225,Four hours specimen,
Specimen concept,,,4124260,Cyst fluid sample,
Specimen concept,,,4046499,Specimen from breast obtained by core needle biopsy,
Specimen concept,,,4164607,Specimen from stomach obtained by gastrectomy,
Specimen concept,TISSUE,,4161160,Tissue specimen from thoracic mesothelium,
Specimen concept,BODY_FLD,,4325526,Cytologic material obtained from pleural fluid,
Specimen concept,,,4260368,Soft tissue specimen obtained by excision,
Specimen concept,,,40489829,Specimen obtained by bronchial trap,
Specimen concept,,,45451926,Cough swab,
Specimen concept,URINE,,4045758,Urine sediment specimen,
Specimen concept,,,4133746,Tissue specimen from uterus,
Specimen concept,,,4188548,Specimen from breast obtained by image guided core biopsy,
Specimen concept,,,4124287,Machine hemodialysate sample,
Specimen concept,,,4006640,Right lower lobe bronchus cytologic material,
Specimen concept,,,46270277,Cerebrospinal fluid smear sample,
Specimen concept,,,4122285,Bone marrow fragment sample,
Specimen concept,,,4164161,Total parotidectomy sample,
Specimen concept,,,40480074,Specimen from parotid gland obtained by fine needle aspiration biopsy,
Specimen concept,,,4335107,Specimen from uterus obtained by fine needle aspiration biopsy,
Specimen concept,,,4002878,Inhaled gas specimen,
Specimen concept,,,4221388,Specimen from ureter obtained by nephroureterectomy,
Specimen concept,,,4206299,Excised adrenal gland sample,
Specimen concept,BODY_FLD,,40490307,Jejunal fluid specimen from jejunostomy,
Specimen concept,BLD,,45935824,PERIPHERAL BLOOD MONONUCLEAR CELLS,
Specimen concept,,,4324620,Specimen from lip,
Specimen concept,,,4124289,Blood clot sample,
Specimen concept,,,46270251,Specimen from labia obtained by biopsy,
Specimen concept,,,4326348,Amniotic fluid cytologic material,
Specimen concept,,,4198153,Swab of building drain,
Specimen concept,CVX_VAG,,45918203,HVS (high vaginal swab),
Specimen concept,,,4046496,Specimen from thyroid obtained by lobectomy,
Specimen concept,,,4206292,Fascia sample,
Specimen concept,,,4046852,Specimen from stomach obtained by incisional biopsy,
Specimen concept,,,4163997,Specimen from uvea obtained by complete exenteration of eye,
Specimen concept,,,4183340,Tissue specimen obtained from gallbladder by cholecystectomy with partial hepatectomy,
Specimen concept,,,45462002,Sternal bone marrow,
Specimen concept,,,4007932,Small intestine cytologic material,
Specimen concept,,,4045876,Specimen from uterine cervix obtained by hysterectomy,
Specimen concept,BODY_FLD,,46270286,Specimen of fluid from cyst of kidney,
Specimen concept,TISSUE,,44792553,Kidney transplant tissue sample,
Specimen concept,,,4001061,Bile specimen,
Specimen concept,,,4007928,Ileal cytologic material,
Specimen concept,,,46270300,Purged stool specimen,
Specimen concept,,,40481913,Specimen from cerebellum,
Specimen concept,,,43021766,External ventricular drain tip submitted as specimen,
Specimen concept,,,4202975,Bile duct biopsy sample,
Specimen concept,BLD,,40486989,Blood specimen submitted in heparinized collection tube,
Specimen concept,TISSUE,,4133746,Tissue specimen from uterus,
Specimen concept,,,4002888,Specimen from burn injury,
Specimen concept,TISSUE,,4260368,Soft tissue specimen obtained by excision,
Specimen concept,,,4161160,Tissue specimen from thoracic mesothelium,
Specimen concept,,,4045758,Urine sediment specimen,
Specimen concept,BODY_FLD,,46270176,Body fluid specimen obtained via cystostomy tube,
Specimen concept,,,40490923,Foreign body submitted as specimen,
Specimen concept,,,46270228,Descending colon biopsy sample,
Specimen concept,,,40481869,Specimen from male breast,
Specimen concept,,,4021535,Gastrointestinal tract cytologic material,
Specimen concept,,,4207128,Contact lens submitted as specimen,
Specimen concept,,,40483760,Specimen from trachea obtained by aspiration,
Specimen concept,BODY_FLD,,4119381,Empyema fluid sample,
Specimen concept,TISSUE,,4124253,Heart valve tissue,
Specimen concept,,,4336064,Specimen from mesentery,
Specimen concept,BODY_FLD,,40492370,Body fluid specimen obtained via chest tube,
Specimen concept,STOOL,,762635,Bloody stool specimen,
Specimen concept,BODY_FLD,,46270310,Nasal lavage fluid sample,
Specimen concept,,,4161244,Specimen from peritoneum obtained by fine needle aspiration biopsy,
Specimen concept,,,4048847,Blood specimen from newborn,
Specimen concept,,,4002226,Specimen from endometrium,
Specimen concept,,,4124284,Duodenal string,
Specimen concept,TISSUE,,4028079,Tissue specimen from anus,
Specimen concept,,,40481783,2 hour urine specimen,
Specimen concept,BLD,,4046367,Serum specimen from blood product,
Specimen concept,,,4119519,Throat swab,
Specimen concept,,,4164619,Specimen from thyroid,
Specimen concept,,,4203090,Skin excision biopsy sample,
Specimen concept,,,4288681,Specimen from skin obtained by wide re-excision,
Specimen concept,BLD,,45766302,Venous cord blood specimen,
Specimen concept,,,4264445,Specimen from right fallopian tube obtained by salpingectomy,
Specimen concept,,,40486948,Specimen from conjunctiva obtained by lavage,
Specimen concept,,,762634,Convalescent phase serum specimen,
Specimen concept,BODY_FLD,,45451912,Elbow joint synovial fluid,
Specimen concept,,,4045872,"Specimen from left kidney, superior pole obtained by partial nephrectomy",
Specimen concept,STOOL,,37115754,Forty eight hour stool specimen,
Specimen concept,,,4230142,Swab of pilonidal sinus,
Specimen concept,,,46270229,Ileocecal valve biopsy sample,
Specimen concept,,,4132706,Specimen from gastrointestinal tract,
Specimen concept,TISSUE,,44783881,Tissue specimen from pericardium,
Specimen concept,,,45911695,Articular fluid,
Specimen concept,,,4204190,Excised cartilage sample,
Specimen concept,,,44783228,Urine specimen obtained from bladder via cystoscopy,
Specimen concept,TISSUE,,4230572,Tissue specimen from liver obtained by excision,
Specimen concept,URINE,,43021143,Umbilical artery catheter tip submitted as specimen,
Specimen concept,,,4332793,Specimen from mouth obtained by fine needle aspiration biopsy,
Specimen concept,,,4043432,Hip joint synovial fluid,
Specimen concept,,,44808194,Specimen obtained by snip biopsy,
Specimen concept,,,4048962,Specimen from lung obtained by biopsy,
Specimen concept,,,4119507,Conjunctival swab,
Specimen concept,,,46274042,Paraffin embedded slide,
Specimen concept,BODY_FLD,,4197998,Ascitic fluid cytologic material,
Specimen concept,,,4204330,Dental tissue sample,
Specimen concept,BODY_FLD,,4122276,Gingivocrevicular fluid sample,
Specimen concept,,,4124252,Embryo biopsy sample,
Specimen concept,,,40483332,Swab of endometrium,
Specimen concept,,,4046490,Specimen from endometrium obtained by hysterectomy,
Specimen concept,,,4206584,Thrombus sample,
Specimen concept,,,40487359,Tissue specimen from harvested bone,
Specimen concept,,,40490309,Fluid specimen from mucocele of lacrimal sac,
Specimen concept,URINE,,4001188,Specimen from urethra,
Specimen concept,BODY_FLD,,4046837,Fluid specimen from wound,
Specimen concept,,,4205246,Specimen from pancreas obtained by excision,
Specimen concept,,,4213278,Specimen from skin obtained by wide excision,
Specimen concept,BODY_FLD,,4105822,Breast cyst fluid sample,
Specimen concept,,,40480960,Specimen from pelvic structure obtained by fine needle aspiration biopsy,
Specimen concept,,,42536399,Specimen from left breast,
Specimen concept,,,4331796,Specimen from fetus obtained by biopsy,
Specimen concept,,,44792555,Hemicolectomy tissue sample,
Specimen concept,URINE,,4122280,Mid-stream urine sample,
Specimen concept,,,4204955,Vocal cord biopsy sample,
Specimen concept,BODY_FLD,,4002880,Pancreatic fluid specimen,
Specimen concept,,,46270254,Specimen from abscess of Bartholin's gland,
Specimen concept,,,4047497,Blood specimen from blood donor,
Specimen concept,,,4002889,Specimen from cyst,
Specimen concept,,,4205250,Skin incision biopsy sample,
Specimen concept,,,4201219,Specimen from nasal fossae obtained by biopsy,
Specimen concept,,,4006638,Right upper lobe bronchus cytologic material,
Specimen concept,,,46270246,Specimen from left lower lobe of lung obtained by endobronchial biopsy,
Specimen concept,URINE,,40493342,Urine specimen obtained by single catheterization of bladder,
Specimen concept,TISSUE,,4155002,Human tissue for identification,
Specimen concept,URINE,,40481552,Urine specimen from ureter,
Specimen concept,,,4121224,Intraocular lens sample,
Specimen concept,TISSUE,,4133993,Tissue specimen from bronchus,
Specimen concept,,,46270187,Cerebellar neoplasm sample,
Specimen concept,CVX_VAG,,4120345,Low vaginal swab,
Specimen concept,,,4007302,Lymph node cytologic material,
Specimen concept,,,4046368,Acellular blood (serum or plasma) specimen,
Specimen concept,URINE,,40483348,Urine specimen obtained for Stamey test,
Specimen concept,,,4046507,Urine specimen obtained by clean catch procedure,
Specimen concept,,,46270308,Papanicolaou smear sample,
Specimen concept,,,43021109,Swab from abscess of brain,
Specimen concept,,,4205244,Frozen section lymph node sample,
Specimen concept,BODY_FLD,,37118648,Fluid specimen from perinephric region,
Specimen concept,,,4004341,Vulva cytologic material,
Specimen concept,,,42535843,Specimen from scar,
Specimen concept,,,44808818,Semen specimen,
Specimen concept,BLD,,4001347,Blood bag specimen,
Specimen concept,,,4119529,Skin fibroblast sample,
Specimen concept,,,40480589,Specimen from pineal gland,
Specimen concept,,,4217277,Specimen from extrahepatic bile duct obtained by segmental resection of bile ducts,
Specimen concept,TISSUE,,4204958,Rectal tissue sample,
Specimen concept,,,4133741,Specimen from ampulla of Vater,
Specimen concept,,,45495335,Iliac bone marrow,
Specimen concept,,,4204314,Prostate tru-cut biopsy sample,
Specimen concept,TISSUE,,4334503,Tissue section,
Specimen concept,BODY_FLD,,762636,Fluid feces specimen,
Specimen concept,TISSUE,,4208910,Tissue specimen from nose obtained by excision,
Specimen concept,,,45521956,Knee joint synovial fluid,
Specimen concept,,,43021758,Percutaneous nephrostomy tube tip submitted as specimen,
Specimen concept,TISSUE,,4235078,Tissue specimen obtained by esophagogastrectomy,
Specimen concept,,,4334664,Specimen from retroperitoneum obtained by fine needle aspiration biopsy,
Specimen concept,URINE,,40489838,Urine specimen obtained via indwelling urinary catheter,
Specimen concept,BODY_FLD,,45475467,Peritoneal fluid sample,
Specimen concept,,,4287622,Specimen from thoracic mesothelium,
Specimen concept,,,4264108,Specimen from bone marrow obtained by aspiration,
Specimen concept,URINE,,40487353,Urine specimen from urethra,
Specimen concept,TISSUE,,4182922,Tissue specimen obtained from small intestine by biopsy,
Specimen concept,,,46270206,Kidney brushings sample,
Specimen concept,,,764638,Whey specimen,
Specimen concept,,,4143693,Specimen obtained by intralesional resection,
Specimen concept,,,4204184,Skin biopsy sample,
Specimen concept,,,40482447,Swab of eye,
Specimen concept,,,4286881,Specimen from right fallopian tube obtained by hysterectomy with salpingo-oophorectomy,
Specimen concept,TISSUE,,4028081,Tissue specimen from liver,
Specimen concept,,,4048853,Serum specimen from blood donor,
Specimen concept,,,46270289,Urine specimen obtained from pediatric urine collection bag,
Specimen concept,,,759936,Surface wipe specimen,
Specimen concept,,,4000631,Endocardial specimen,
Specimen concept,,,44808812,Clipping specimen,
Specimen concept,,,4216017,Specimen from vulva obtained by radical vulvectomy,
Specimen concept,,,4205093,Hysterectomy and bilateral salpingo-oophorectomy sample,
Specimen concept,,,4249844,Oral mucosal transudate sample,
Specimen concept,,,4046936,Specimen from pancreas obtained by pylorus sparing pancreaticoduodenectomy,
Specimen concept,BLD,,4045670,"Blood bag specimen, from patient",
Specimen concept,,,40483837,Dialysis fluid specimen obtained after dialysis,
Specimen concept,BODY_FLD,,4122372,Intravenous infusion fluid sample,
Specimen concept,,,4204191,Musculoskeletal sample,
Specimen concept,,,4208910,Tissue specimen from nose obtained by excision,
Specimen concept,BODY_FLD,,762922,Popliteal cyst fluid,
Specimen concept,,,4124262,Jejunal fluid sample,
Specimen concept,BLD,,4046276,Blood specimen from control,
Specimen concept,,,46270205,Specimen from stomach obtained by hemigastrectomy,
Specimen concept,,,4334503,Tissue section,
Specimen concept,,,4046946,Specimen from uterine cervix obtained by pelvic exenteration,
Specimen concept,,,40486479,Pharmaceutical product submitted as specimen,
Specimen concept,,,4204189,Cartilage biopsy sample,
Specimen concept,,,4119538,Lower respiratory sample,
Specimen concept,,,4263147,"Specimen from pancreas obtained by pancreaticoduodenectomy, total pancreatectomy",
Specimen concept,,,4204958,Rectal tissue sample,
Specimen concept,,,4202614,Skin cyst sample,
Specimen concept,,,43021103,Swab from labia,
Specimen concept,BODY_FLD,,4120339,Edema fluid sample,
Specimen concept,,,4105828,Red blood cell fluid sample,
Specimen concept,,,40489838,Urine specimen obtained via indwelling urinary catheter,
Specimen concept,,,4286885,Specimen from urinary bladder obtained by radical cystectomy,
Specimen concept,,,43021102,Swab from gastrostomy stoma,
Specimen concept,,,44792610,Peritoneal lavage sample,
Specimen concept,,,4206294,Synovium biopsy sample,
Specimen concept,,,4326186,Specimen from tongue,
Specimen concept,,,40487353,Urine specimen from urethra,
Specimen concept,,,46270182,Labia ulcer sample,
Specimen concept,,,4161253,Specimen from vein obtained by biopsy,
Specimen concept,,,4028081,Tissue specimen from liver,
Specimen concept,,,4202636,Larynx biopsy sample,
Specimen concept,BLD,,40479555,Blood specimen with anticoagulant,
Specimen concept,URINE,,46270289,Urine specimen obtained from pediatric urine collection bag,
Specimen concept,,,4288224,Specimen from lymph node obtained by staging laparotomy,
Specimen concept,BODY_FLD,,4122256,Vesicle fluid sample,
Specimen concept,,,4182922,Tissue specimen obtained from small intestine by biopsy,
Specimen concept,,,4202609,Breast fine needle aspirate sample,
Specimen concept,,,4007312,Left lower lobe bronchus cytologic material,
Specimen concept,,,4235078,Tissue specimen obtained by esophagogastrectomy,
Specimen concept,,,4202792,Rectal polyp sample,
Specimen concept,,,4001356,Fibroblast specimen,
Specimen concept,,,4056980,Hand joint synovial fluid,
Specimen concept,,,4000624,Dialysis fluid specimen,
Specimen concept,,,46270188,Endocervical polyp sample,
Specimen concept,TISSUE,,44792555,Hemicolectomy tissue sample,
Specimen concept,,,4001057,Electrode specimen,
Specimen concept,PLAS,,45906170,Plasma,
Specimen concept,,,4119665,Whole milk sample,
Specimen concept,,,4333210,Specimen from eye obtained by fine needle aspiration biopsy,
Specimen concept,CVX_VAG,,4133747,Tissue specimen from uterine cervix,
Specimen concept,,,4045879,Specimen from ovary obtained by biopsy,
Specimen concept,,,4001188,Specimen from urethra,
Specimen concept,,,4122366,Vascular cannula tip,
Specimen concept,,,4161038,Specimen from uvea obtained by enucleation of eye,
Specimen concept,,,42536398,Specimen from right breast,
Specimen concept,TISSUE,,40487359,Tissue specimen from harvested bone,
Specimen concept,TISSUE,,4204330,Dental tissue sample,
Specimen concept,,,4133740,Specimen from heart,
Specimen concept,,,4122280,Mid-stream urine sample,
Specimen concept,,,4001225,Blood specimen,
Specimen concept,,,40486922,Drainage fluid specimen obtained after surgical placement of drain,
Specimen concept,,,44808074,Plasma specimen with lithium heparin,
Specimen concept,,,4124263,Pharyngeal washings,
Specimen concept,,,4056979,Elbow joint synovial fluid,
Specimen concept,,,40493342,Urine specimen obtained by single catheterization of bladder,
Specimen concept,CVX_VAG,,4124277,Vaginal swab,
Specimen concept,,,40481552,Urine specimen from ureter,
Specimen concept,CVX_VAG,,4205092,Cervical polyp sample,
Specimen concept,,,4206131,Excised submandibular gland sample,
Specimen concept,BODY_FLD,,4122254,Fecal fluid sample,
Specimen concept,,,4204948,Adrenal gland sample,
Specimen concept,,,40483348,Urine specimen obtained for Stamey test,
Specimen concept,,,4124268,Fecal smear,
Specimen concept,,,4331680,Specimen from eye region obtained by biopsy,
Specimen concept,URINE,,4046507,Urine specimen obtained by clean catch procedure,
Specimen concept,,,45445273,Stomach aspirate sample,
Specimen concept,,,4133993,Tissue specimen from bronchus,
Specimen concept,BLD,,4045667,Venous blood specimen,
Specimen concept,,,43021105,Swab from pelvis,
Specimen concept,,,4155002,Human tissue for identification,
Specimen concept,,,4332527,Cytologic material obtained from unspecified body site,
Specimen concept,,,40479189,Fresh tissue specimen,
Specimen concept,,,45451912,Elbow joint synovial fluid,
Specimen concept,,,44808078,Whole blood specimen with perchlorate,
Specimen concept,,,40486473,Blood specimen obtained for blood culture,
Specimen concept,TISSUE,,40492402,Tissue specimen from donor corneal rim,
Specimen concept,,,4202635,Nasal biopsy sample,
Specimen concept,,,42535895,Specimen from mass of lymph node of mediastinum,
Specimen concept,,,4046486,Specimen from lesion of uterine cervix obtained by cone biopsy,
Specimen concept,TISSUE,,4120214,Placental membrane tissue sample,
Specimen concept,,,40481307,Specimen obtained by bronchioloalveolar lavage procedure,
Specimen concept,BODY_FLD,,4043432,Hip joint synovial fluid,
Specimen concept,BLD,,43021763,Umbilical artery catheter submitted as specimen,
Specimen concept,,,4122261,Skin swab,
Specimen concept,,,43021117,Swab from nasal sinus,
Specimen concept,,,43021081,Swab from toe,
Specimen concept,,,4217276,Specimen from thoracic mesothelium obtained by open thoracotomy,
Specimen concept,BODY_FLD,,45911695,Articular fluid,
Specimen concept,CVX_VAG,,4206435,Vaginal vault biopsy sample,
Specimen concept,,,4206298,Orchidectomy sample,
Specimen concept,,,4023410,Thyroid cytologic material,
Specimen concept,,,4000632,Specimen from small intestine,
Specimen concept,,,45478811,Gastric lavage aspirate sample,
Specimen concept,,,40492370,Body fluid specimen obtained via chest tube,
Specimen concept,,,4119381,Empyema fluid sample,
Specimen concept,,,762702,Viral isolate specimen,
Specimen concept,,,4335802,Specimen from liver obtained by fine needle aspiration biopsy,
Specimen concept,,,40482924,Swab of internal nose,
Specimen concept,,,46270310,Nasal lavage fluid sample,
Specimen concept,BLD,,4119544,Venous cannula tip,
Specimen concept,,,4331390,Specimen from joint obtained by fine needle aspiration biopsy,
Specimen concept,STOOL,,46270300,Purged stool specimen,
Specimen concept,TISSUE,,4164613,Trophoblastic tissue obtained by hysterectomy,
Specimen concept,,,40480420,Specimen from sentinel lymph node,
Specimen concept,,,45441956,Bone marrow source NOS,
Specimen concept,BODY_FLD,,4202975,Bile duct biopsy sample,
Specimen concept,,,762635,Bloody stool specimen,
Specimen concept,URINE,,46270290,Voided urine specimen,
Specimen concept,,,4001190,Specimen from eye,
Specimen concept,,,4002876,Sputum specimen,
Specimen concept,,,4124281,Swab of inanimate object,
Specimen concept,,,4049106,Specimen from ovary obtained by removal of tumor in fragments,
Specimen concept,,,46270211,Specimen from right middle lobe of lung obtained by bronchial brushings procedure,
Specimen concept,,,46270176,Body fluid specimen obtained via cystostomy tube,
Specimen concept,,,46274053,Specimen from dome of urinary bladder obtained by biopsy,
Specimen concept,,,46270275,Specimen from lung obtained by aspiration,
Specimen concept,,,759825,Writing paper specimen,
Specimen concept,PLAS,,4002869,Plasma bag specimen,
Specimen concept,,,40490307,Jejunal fluid specimen from jejunostomy,
Specimen concept,,,4046283,Platelet poor plasma specimen from patient,
Specimen concept,URINE,,4000615,Implantable venous catheter specimen,
Specimen concept,BODY_FLD,,4326348,Amniotic fluid cytologic material,
Specimen concept,,,4204335,Esophageal brushings sample,
Specimen concept,,,4048972,Polyp from stomach obtained by polypectomy,
Specimen concept,,,43021141,Chest tube tip submitted as specimen,
Specimen concept,TISSUE,,40491358,Tissue specimen from uterus obtained by curettage,
Specimen concept,,,4132247,Specimen from urinary tract,
Specimen concept,,,4204352,Ureter biopsy sample,
Specimen concept,,,4045780,Specimen from pancreas obtained by incisional biopsy,
Specimen concept,,,46270286,Specimen of fluid from cyst of kidney,
Specimen concept,,,46270173,Specimen from left lower lobe of lung obtained by bronchoalveolar lavage procedure,
Specimen concept,,,45947142,GIARDIA LAMBLIA,
Specimen concept,,,46270234,Specimen from trigone of urinary bladder obtained by biopsy,
Specimen concept,BODY_FLD,,4001061,Bile specimen,
Specimen concept,TISSUE,,46270298,Tissue specimen obtained by transtracheal biopsy,
Specimen concept,,,37115754,Forty eight hour stool specimen,
Specimen concept,BLD,,764128,Pre-partum vaginal blood specimen,
Specimen concept,,,4206129,Temporal artery sample,
Specimen concept,TISSUE,,4134452,Tissue specimen from penis,
Specimen concept,,,4048969,Specimen from esophagus obtained by excisional biopsy of lesion,
Specimen concept,,,40480957,Specimen obtained by bronchial aspiration,
Specimen concept,,,4325526,Cytologic material obtained from pleural fluid,
Specimen concept,,,4335218,Specimen from bile duct obtained by fine needle aspiration biopsy,
Specimen concept,,,43021151,Double J stent submitted as specimen,
Specimen concept,BODY_FLD,,45922128,CSF (cerebrospinal fluid),
Specimen concept,,,4119506,Ureteric stone sample,
Specimen concept,,,44808075,Whole blood specimen with edetic acid,
Specimen concept,,,4121220,Biopsy sample,
Specimen concept,,,46270290,Voided urine specimen,
Specimen concept,,,4120353,Buccal smear sample,
Specimen concept,,,4045781,Specimen from urinary bladder obtained by anterior exenteration,
Specimen concept,BODY_FLD,,4124260,Cyst fluid sample,
Specimen concept,,,4199534,Specimen from meninges obtained by biopsy,
Specimen concept,,,40486923,Biological spore test strip submitted as specimen,
Specimen concept,BODY_FLD,,46270277,Cerebrospinal fluid smear sample,
Specimen concept,,,4144910,Specimen obtained by core needle biopsy,
Specimen concept,,,4264866,Specimen from renal pelvis,
Specimen concept,,,4164608,Specimen from thymus gland obtained by biopsy,
Specimen concept,,,44806862,Breath sample,
Specimen concept,,,46274055,Specimen from liver obtained by aspiration,
Specimen concept,,,4134452,Tissue specimen from penis,
Specimen concept,,,4000615,Implantable venous catheter specimen,
Specimen concept,,,4287944,Specimen from ovary obtained by hysterectomy with right salpingo-oophorectomy,
Specimen concept,,,46270298,Tissue specimen obtained by transtracheal biopsy,
Specimen concept,,,4045877,Specimen from endometrium obtained by biopsy,
Specimen concept,,,759829,Package specimen,
Specimen concept,,,4219317,Specimen from vulva obtained by partial vulvectomy,
Specimen concept,,,4163445,Specimen from ureter,
Specimen concept,,,4196751,Specimen from seminal vesicle obtained by biopsy,
Specimen concept,,,40491358,Tissue specimen from uterus obtained by curettage,
Specimen concept,,,46270243,Specimen from left lung obtained by fine needle aspiration procedure,
Specimen concept,,,4297837,Specimen from prostate obtained by needle biopsy,
Specimen concept,,,4001346,Specimen from blood product,
Specimen concept,,,43021104,Swab from larynx,
Specimen concept,,,45521955,Wrist joint synovial fluid,
Specimen concept,,,4001065,Calculus specimen,
Specimen concept,,,4048984,"Specimen from right kidney, superior pole obtained by partial nephrectomy",
Specimen concept,,,45918203,HVS (high vaginal swab),
Specimen concept,,,4205251,Muscle biopsy sample,
Specimen concept,BLD,,43021768,Central venous catheter from internal jugular vein submitted as specimen,
Specimen concept,,,4122361,Living sample,
Specimen concept,BLD,,4046833,Blood specimen obtained from umbilicus,
Specimen concept,,,4120214,Placental membrane tissue sample,
Specimen concept,CVX_VAG,,4045876,Specimen from uterine cervix obtained by hysterectomy,
Specimen concept,,,4045889,Specimen from breast obtained by incisional biopsy of breast mass,
Specimen concept,,,40492402,Tissue specimen from donor corneal rim,
Specimen concept,,,4122252,Aqueous humor sample,
Specimen concept,,,4287033,"Specimen from pancreas obtained by pylorus sparing pancreaticoduodenectomy, total pancreatectomy",
Specimen concept,TISSUE,,40479189,Fresh tissue specimen,
Specimen concept,,,4121347,Insect sample,
Specimen concept,,,4046857,Polyp from large intestine obtained by polypectomy,
Specimen concept,,,40488341,Body fluid specimen obtained via cholecytosomy tube,
Specimen concept,,,4164613,Trophoblastic tissue obtained by hysterectomy,
Specimen concept,,,4204327,Nasal polyp sample,
Specimen concept,,,46274057,Specimen from diaphragm obtained by brushing,
Specimen concept,,,4206427,Anal polyp sample,
Specimen concept,,,4205086,Sigmoid colon brushings sample,
Specimen concept,CSF,,43021760,Cerebrospinal fluid specimen obtained from Rickham reservoir,
Specimen concept,,,43021093,Swab from esophagus,
Specimen concept,,,4246390,Specimen from pelvic lymph node,
Specimen concept,,,4122270,Bone and joint sample,
Specimen concept,,,46270293,"Specimen from skin obtained by Mohs surgery, permanent section",
Specimen concept,,,4124276,Scrotal swab,
Specimen concept,BLD,,40482922,Blood specimen with EDTA,
Specimen concept,,,37016232,Autoclave ampule submitted as specimen,
Specimen concept,,,40480512,Specimen from adrenal gland obtained by fine needle aspiration biopsy,
Specimen concept,,,4000628,Specimen from wound abscess,
Specimen concept,,,4057280,Gastric lavage aspirate sample,
Specimen concept,BODY_FLD,,4124264,Sinus fluid sample,
Specimen concept,,,4002873,Specimen of unknown material,
Specimen concept,URINE,,43021089,Swab from urethral meatus,
Specimen concept,,,4206418,Duodenal biopsy sample,
Specimen concept,,,4004348,Jejunal cytologic material,
Specimen concept,CSF,,45773106,Spun cerebrospinal fluid,
Specimen concept,,,45498678,Bronchial washings,
Specimen concept,,,40490916,Specimen from nail obtained by scraping,
Specimen concept,,,46270276,Labia smear sample,
Specimen concept,BODY_FLD,,4120336,Gastric fluid sample,
Specimen concept,,,765682,Swab from upper arm,
Specimen concept,,,4204954,Mastoid biopsy sample,
Specimen concept,TISSUE,,4045764,Tissue specimen obtained from ulcer,
Specimen concept,TISSUE,,40489834,Tissue specimen from cervical lymph node,
Specimen concept,,,46270292,"Skin sample obtained by excision, frozen section",
Specimen concept,,,4263384,Specimen from liver obtained by medial segmentectomy,
Specimen concept,BLD,,4122372,Intravenous infusion fluid sample,
Specimen concept,,,4004349,Cerebroventricular fluid cytologic material,
Specimen concept,,,4046390,"Specimen from left kidney, middle pole obtained by partial nephrectomy",
Specimen concept,URINE,,37115749,Forty eight hour urine specimen,
Specimen concept,BODY_FLD,,4120337,Hydrocele fluid sample,
Specimen concept,,,4204331,Tonsil biopsy sample,
Specimen concept,,,4119548,Intravenous lipid infusion fluid sample,
Specimen concept,CVX_VAG,,46270184,Uterine cervix cyst sample,
Specimen concept,,,4206130,Parotidectomy sample,
Specimen concept,BODY_FLD,,45428709,Hand joint synovial fluid,
Specimen concept,,,40488848,Expressed breast milk specimen,
Specimen concept,STOOL,,46270299,Liquid stool specimen,
Specimen concept,,,764436,Swab from heel,
Specimen concept,,,4205260,Segmentectomy breast sample,
Specimen concept,BODY_FLD,,4256485,Upper respiratory fluid sample,
Specimen concept,,,46270193,Specimen from intra-abdominal abscess,
Specimen concept,,,4002737,Microbial isolate specimen,
Specimen concept,SER,,762633,Acute phase serum specimen,
Specimen concept,,,4002891,Specimen from stomach,
Specimen concept,TISSUE,,4046498,Tissue specimen from placenta,
Specimen concept,,,4202633,Tracheal biopsy sample,
